gene	Ctrl-1	Ctrl-2	Ctrl-3	Ctrl-4	XM1845_OE-1	XM1845_OE-2	XM1845_OE-3	XM1845_OE-4
EXOSC1	38.040375	35.632721	28.580797	37.809788	32.809162	31.806206	32.344486	36.165428
PGAM1	163.604614	159.854645	143.328323	152.571472	153.740997	156.693314	158.294769	156.567017
CHD7	12.911608	12.44107	10.980171	8.127261	12.352637	10.870458	10.872467	10.303318
ESCO2	13.600779	15.165366	15.965715	17.006231	14.287301	15.265282	14.303207	11.641726
KRT15	0.120866	0.091285	0.043909	0.930075	0	0.173729	0	0.033146
CLCN5	2.598429	3.026617	1.407202	2.801278	2.271663	1.34575	2.524622	1.333102
TPPP	5.720999	5.537627	6.076638	3.905149	5.724642	5.981606	5.424632	5.083213
KCND3	0.441969	0.313436	0.335545	0.267664	0.365278	0.396069	0.448209	0.211231
APLN	0.361565	0.14497	0.138048	0.187628	0.098244	0.218135	0.199216	0.124931
KRT9	0	0	0	0	0	0	0	0.050534
PDE7B	3.250561	2.507595	3.168898	2.871974	3.854881	3.594598	4.289787	2.073362
MRPL36	39.402328	102.616959	88.941902	49.209492	94.272568	86.381882	38.433903	92.199928
ZNF581	6.596782	6.025486	5.549052	5.316711	5.579379	6.546333	5.994296	5.593602
NAT1	2.965824	3.601815	3.561665	3.777424	3.997124	2.584814	3.427141	2.945691
KRT20	0	0.13408	0	0	0	0.672671	0.064162	0.065115
ZNF524	5.033382	3.904401	3.401572	2.754603	2.4907	3.203078	4.038724	3.094855
MCC	4.941242	4.649152	6.649011	4.610364	6.308912	7.504216	5.038772	5.601557
ZBTB26	8.147107	7.331987	7.026027	7.382277	6.222867	5.999586	6.644193	6.63165
CDK5R2	0.18631	0.208939	0.175823	0.191819	0.246574	0.083628	0.139879	0.092284
DSEL	7.14722	7.790491	7.727272	8.456396	7.91071	8.655798	8.015762	8.562279
POLR1C	19.542288	21.539089	19.471785	23.946718	21.243422	19.310829	22.420969	22.278704
ASXL1	39.675579	39.28965	36.54015	36.099979	34.982555	36.247303	39.223038	37.85228
DLK2	2.11344	1.867073	1.43375	1.762977	1.82127	2.467641	2.825852	2.154829
ZNF562	3.210334	3.67781	2.692343	5.222601	6.098595	2.53523	3.746658	3.728169
ZNF318	4.965847	4.648358	5.211107	4.812877	5.168161	5.155845	5.012196	5.10201
ZNF561	8.247109	8.484678	9.233843	9.188558	6.977123	8.384366	7.11652	9.737732
WIPF2	16.168951	17.489866	16.928497	17.025188	14.722875	18.671972	18.850027	14.832376
HOPX	0.0023	0	0	0.020518	0	0.009175	0	0.012306
LRRC8C	0.815997	0.816483	0.77459	1.011775	0.691536	0.749618	0.636053	0.813362
RSL1D1	62.536381	74.887589	59.985397	102.885979	60.327049	110.027	68.554581	55.264278
LRRC8D	20.223103	18.27585	17.940041	23.456297	13.83664	9.898048	8.739253	19.621099
PPID	37.377644	35.995457	37.418663	41.434303	42.017757	38.639999	39.663334	38.593685
ETFDH	8.758184	11.345195	8.727779	9.419931	9.588202	9.02365	7.963059	7.908523
RXFP1	0.044586	0.074076	0.075054	0.076507	0.032048	0	0.089267	0.068315
PTGER4	2.948676	1.249528	2.172241	1.605555	1.957546	2.448782	2.124048	1.810631
TBCA	118.476402	122.56636	129.960907	113.956497	111.309288	125.551895	113.763733	130.454132
NEUROD2	0	0.018656	0.011813	0.009634	0.010088	0.0112	0.018735	0
ECEL1	0.157593	0.174771	0	0.040563	0	0.070737	0.03944	0.114748
BCL2L1	25.761648	23.654613	26.511513	26.602785	27.335785	28.294168	28.086203	24.866098
FGA	0.284577	0.142474	0.295223	0.133752	0.448215	0.373197	0.111279	0.094391
OR2AT4	0	0	0	0.057712	0	0	0	0
FGB	1.152782	1.090194	0.82141	2.28879	1.36662	1.30975	1.773272	0.791021
PLRG1	24.38571	25.04686	19.732828	24.992878	21.720346	21.734543	19.475071	20.817688
RAB4B-EGLN2	0	0.086404	0.082461	1.315084	1.28253	0	0	0
ZNF584	6.074597	5.745749	5.684146	6.471362	5.095271	7.79104	5.781499	6.501683
CLSTN1	56.550945	56.397827	50.628834	48.58968	55.019749	61.926201	59.36969	55.866009
CXXC5	44.29007	45.9725	41.61655	34.230663	44.440533	29.441206	43.580761	46.867599
ZNF274	5.305615	4.035693	3.993237	5.291672	4.38792	3.746951	4.992673	5.653804
PIK3CD	1.369934	3.066093	0.848381	2.021469	2.397467	1.856462	1.450504	0.808548
SLC25A33	3.204335	3.703296	3.406356	4.324306	3.487741	3.712631	3.808249	3.93212
ENC1	0	0	0	0	0	0	0	0.020456
SPSB1	11.596976	12.983309	10.11109	10.285124	11.596328	10.868025	11.270812	11.38671
P2RY6	8.474904	9.161972	7.31368	7.874262	6.314876	9.089142	10.159665	7.230421
BPTF	17.066353	23.616058	25.459028	40.172539	22.571661	29.220987	21.749409	24.625942
ZIK1	0.02794	0	0	0	0	0	0	0
GPR82	0	0	0	0.055663	0.020685	0.023196	0.025577	0
GPR34	0	0	0	0	0	0	0	0.060022
PLEKHG5	1.280848	2.082028	1.103304	0.619663	0.453235	0.428231	1.075284	0.484472
ATF7IP	9.187998	11.44709	10.652646	7.710904	6.802629	12.736186	5.989769	6.375466
LKAAEAR1	0	0	0	0	0	0	0	0.133322
RGS19	21.77043	24.21162	24.682192	17.675951	22.550722	26.223146	24.333578	22.625059
TCEA2	31.819656	29.433098	34.361137	31.908417	36.743172	25.77022	26.307577	33.481033
HDAC3	32.150272	32.741871	34.874805	40.344116	34.894321	36.040661	29.706953	34.564041
SPATA46	0	0.135437	0	0	0.110416	0	0	0.067635
GPHN	8.198372	8.427073	6.99413	9.379522	7.926871	18.306807	7.656359	8.999948
TMEM51	5.43391	5.39021	7.939578	6.707865	8.5648	5.35577	5.108275	6.034725
CAMTA1	32.264034	35.902527	33.008949	37.940266	34.807678	30.401525	29.497719	26.762875
LGALS4	0.570412	0.111122	0.402558	0.253084	0.205127	0.378739	0.190454	0
LRRC34	0.049355	0.277062	0.195389	0.388376	0.138198	0.146649	0.16085	0.221626
SPATA5L1	15.580925	14.371407	12.242365	11.547688	13.692706	11.552445	15.10666	16.448898
SYCE1	0	0	0	0	0	0	0.357159	0.247085
RASGRP4	0	0.034407	0.02534	0	0	0	0.020092	0.028405
NHLH1	0.478112	0.421632	0.661734	0.599221	0.552837	0.518272	0.431621	0.495764
SLFNL1	0.62764	0.700743	0.590552	0.486486	0.740227	0.493823	0.781925	0.777884
BCL2	0.582396	0.669179	0.565324	0.542687	0.82923	0.691868	0.752137	0.718666
RHNO1	10.805238	38.081188	36.955296	39.048214	34.15741	12.560803	14.013414	36.072029
CTPS1	95.975609	87.658531	82.863853	90.333664	77.095764	91.513756	88.745247	89.54789
KNDC1	0.361876	0.446178	0.097047	0.166616	0.270523	0.100621	0.869639	0.084668
METTL18	5.247783	4.826488	4.201399	5.811087	3.995848	4.02827	3.619829	4.154592
COL8A2	0.037521	0.062089	0.047371	0.051508	0	0.074852	0.074871	0.065057
PWWP2B	13.141915	14.576773	10.736423	7.875845	12.990485	14.502136	14.747989	12.272236
PCDHB1	0	0.001418	0.000898	0.007324	0.003835	0.004542	0.010777	0
ZNF540	0.34833	0.437932	0.306461	0.506382	0.442855	0.268191	0.474382	0.314085
FBXL14	3.269819	2.63523	2.322314	1.772897	2.196695	2.334141	2.550462	2.377513
EXOSC10	55.932171	61.465431	69.765282	56.639313	66.679039	66.423859	57.2547	58.725071
ZNF570	0.03152	0.093846	0.083747	0.173082	0.100067	0.053282	0.054694	0.114496
NINJ2	5.853873	4.691092	3.743072	4.252067	2.935311	4.339184	1.98711	5.008973
MLLT3	4.570503	8.085381	8.058514	12.150894	9.391132	9.474023	6.223593	6.66704
RRM2	33.666115	34.083534	37.60741	30.869236	38.955772	38.947407	38.45657	36.93845
TRAPPC12	19.567396	14.854283	17.66592	13.093579	15.130525	15.151821	20.871233	21.086521
IFNB1	0	0	0	0.140011	0	0	0	0
RPS21	539.165161	556.141174	426.300629	533.42749	473.6297	467.446014	487.117645	450.912476
MRM3	10.872643	10.045375	10.700331	9.549178	10.301572	8.86034	11.121928	9.970563
PTEN	18.773985	20.420197	19.445807	23.096985	22.598213	20.210466	21.097012	22.363829
RPS7	286.189178	264.472443	261.468384	300.156708	256.129028	254.234802	253.310318	259.217468
RNASEH1	16.78882	14.936722	13.159698	12.650208	12.141246	11.960901	14.976511	14.384661
PRNP	5.358256	14.342557	11.700971	6.770901	5.009409	14.501208	12.436698	15.823435
KLF17	1.733757	1.129896	1.224176	1.284124	1.433957	1.407821	1.30201	1.363105
FRMD5	0.103501	0.091842	0.145761	0.083208	0.174271	0.027639	0.115344	0.168352
CYP4F11	0	0.019966	0	0	0.058571	0.044235	0.042303	0
TLN2	4.862539	4.184212	2.990062	2.377437	2.5471	2.8838	1.823173	2.18995
LGALS9C	0	0	0	0	0	0	0.034874	0.068327
TVP23B	8.100475	10.914467	12.081996	7.545545	8.927221	9.585698	10.825134	9.834062
FBXW10	0.709104	0.781121	0.34206	0.251433	0.602676	0.843075	0.752895	0.53578
ZNF217	10.410049	9.711612	11.584445	11.377453	10.794579	11.398963	10.325886	11.146492
SRGAP2C	8.944217	8.60196	9.596641	7.997781	8.550808	9.778076	8.778911	8.525413
SCG2	0.136044	0.110753	0.085878	0.070033	0.07334	0.08142	0	0.11231
ATPAF2	12.487416	7.932508	15.178407	8.596313	8.38501	8.123322	10.95584	10.587729
FOXB1	0.216882	0.137045	0.124687	0.122019	0.147372	0.328638	0.315976	0.117406
PPIH	54.192875	48.955757	55.077927	56.974697	57.278881	47.349373	54.096554	52.761307
DRC3	0.691133	0.569501	0.563597	0.448101	0.848013	0.745562	0.581544	0.705796
ZNF57	2.195046	2.046299	2.986487	3.343791	1.697757	2.39184	2.65603	1.917092
C20orf196	1.161509	1.03705	0.701619	1.162085	1.301464	0.24233	0.338334	1.187065
JMJD1C	15.853777	21.239471	22.333443	22.385065	21.104731	17.283535	27.762094	17.876953
LDHAL6B	0.204928	0.171956	0.17074	0.284158	0.148044	0.144532	0.255567	0.335619
SYNPO	24.359104	24.718702	20.760508	18.761042	25.773293	30.596769	28.16423	25.225601
ZNF556	2.762371	2.791041	1.018565	1.031013	0.460888	0.88624	0.517269	2.675717
MAL	0	0	0	0	0	0	0.105161	0
ZNF554	0.79469	0.943852	0.31663	0.87317	0.614893	0.747716	0.617027	0.854017
RAB33B	1.867638	1.563053	1.787715	1.917629	2.096802	2.385772	1.473985	1.832438
THOP1	45.312378	44.373241	47.017963	23.26203	36.843647	33.844666	56.135471	41.450333
LAMB2	34.041672	24.8319	31.969801	22.726809	28.272148	19.098101	26.692408	31.105354
USP19	27.167425	29.105412	26.285469	21.614574	24.687016	29.919579	28.893478	24.708979
QARS	76.18483	60.75819	85.205574	67.817192	57.948158	64.335449	75.553101	63.818794
ORMDL3	10.666298	9.117036	9.810653	7.149348	8.574202	11.49146	9.256393	7.803796
SERF1A	9.492378	9.881983	9.327884	8.940454	9.62342	8.538402	10.438498	9.061383
KLF11	5.148484	4.811259	5.188274	4.723357	5.051095	4.951803	4.585868	4.699294
LRRC15	0.109013	0.108868	0.087741	0.121231	0.106831	0.141893	0.049494	0.059012
SMN1	47.398647	45.699417	55.513798	51.249973	41.988113	49.563911	51.919224	53.637337
EIF2AK3	6.615911	5.23149	9.817951	6.157995	6.524667	11.210598	6.514439	8.583839
MOB3A	5.711069	7.075434	6.755197	5.974807	4.570714	4.357353	6.061452	3.96741
KRCC1	5.30104	5.684917	5.995128	5.919885	5.002732	5.213313	5.113165	4.839527
NME6	18.111454	20.740332	15.211619	12.412744	14.380191	17.728926	13.048918	16.296436
CYCS	86.533707	52.081791	85.150841	100.337807	41.471527	60.885376	64.565407	93.301125
SLFN12	0.115022	0.079803	0	0.094738	0.049606	0.055071	0.046058	0.124867
SLC9C1	0	0	0.030428	0.040224	0	0	0	0.041607
OR8I2	0	0.062406	0	0	0	0	0	0
FRMD3	0.307423	0.28557	0.30376	0.377839	0.308867	0.56147	0.241069	0.27265
SNTB1	1.017503	1.291465	1.268606	1.527132	1.387807	1.311058	1.167494	1.606136
MTBP	7.498963	8.112156	12.28155	10.05188	10.891682	8.361749	7.454543	8.920379
TEFM	8.848346	8.749745	8.408429	10.598186	7.806062	8.41399	7.382991	9.278092
MRPL13	33.734833	41.093109	33.219086	42.619381	35.678707	40.731659	47.052521	42.433022
MALT1	5.389018	6.904502	4.443794	6.577422	5.290929	4.494256	5.444429	5.472938
ISG20	0.14627	0.213265	0.796275	0.337333	0.292603	0.445113	0.188266	0.714431
MBOAT1	6.323307	5.836704	5.326232	5.416171	5.535089	5.61169	5.513414	5.146925
ID4	0	0	0	0	0.053732	0	0	0
GPR22	0	0	0	0.04088	0.05363	0	0	0
CXCR6	0.083291	0.102126	0.131445	0.062171	0.157155	0.149545	0.125069	0.123769
CEBPB	74.651825	95.599075	89.094864	69.738144	89.603027	90.671173	82.655167	76.449707
AZU1	0.104999	0.134082	0	0	0.121316	0	0	0
ATOH1	0	0.052644	0.033336	0.052741	0	0.031606	0	0
PAIP1	89.413284	84.107956	90.291634	107.831261	86.781013	86.708534	89.75589	86.420631
CLEC7A	0.03136	0	0	0	0	0	0	0
C5orf34	15.346417	17.195629	17.838192	20.789515	13.892258	14.461526	16.590746	17.575752
C1QTNF4	0.070202	0.065082	0	0.144555	0	0	0	0
NEGR1	0.620873	0.69641	0.748454	0.87304	0.540375	0.592489	0.633348	0.64245
ZNF131	24.044111	26.875818	22.768982	16.062628	33.733231	19.200979	16.515106	19.487413
MACROD2	0.491228	0.487751	0.419651	0.643782	0.521054	0.483792	0.356354	0.532736
DPAGT1	51.936932	30.233925	32.00769	51.960197	42.809464	54.868187	34.95541	45.285912
BSG	525.679871	506.757751	494.366272	403.549194	493.440918	510.960266	559.742554	478.296967
HINFP	9.054876	9.968126	10.112609	9.123093	9.74111	8.50841	7.955817	8.338083
CERS6	8.182793	8.45425	8.366149	9.730254	8.173296	7.971765	7.84555	8.424872
SPTLC3	0.565002	0.600235	0.524513	0.29423	0.373898	0.317319	0.311662	0.531374
COPRS	35.757206	43.628487	35.382484	36.11536	40.351082	36.228329	36.69944	36.14819
TP53RK	7.136509	6.765063	6.996946	7.394712	7.024878	7.92899	7.923136	7.194283
B3GALT1	0.080033	0.159334	0.173132	0.094204	0.127086	0.109796	0.091825	0.113588
BPGM	9.264138	9.081873	8.467461	9.559165	9.948322	8.043303	9.162011	8.66417
POP7	62.177181	61.516502	55.450741	51.404716	62.139984	58.270805	66.661568	63.722134
ALG14	2.448277	2.28182	2.178596	2.731292	4.118075	2.37045	2.122274	2.867664
SUCLG2	20.010513	18.820339	19.481762	21.603739	17.406408	18.03236	19.399942	19.389456
STARD5	0.69402	0.64843	0	0	0	0.649614	0	0
CSDC2	1.468408	1.540205	1.187491	0.881777	0.831795	0.948612	0.84722	0.849278
ABCG4	0.030023	0.030231	0	0	0	0.0363	0	0
GNB2	107.097977	113.193726	108.001144	176.057922	97.785156	105.371452	123.04818	202.580795
CFAP53	1.282787	1.233313	1.035789	0.940848	1.227852	1.191115	1.123735	0.700844
MCRIP2	45.268814	43.934498	35.544601	27.536743	41.39423	43.3755	46.674908	38.557373
PDZD3	0	0.114977	0	0	0.084078	0	0	0
C2CD2L	4.293935	6.05329	3.805477	3.356672	4.273276	4.653539	3.383048	3.56197
ARNT2	0.017286	0	0	0	0	0	0	0
GNG12	46.77092	50.343071	50.463116	61.604145	49.656265	47.411186	50.077187	50.981121
PRSS27	1.264936	0.993562	1.154757	0.625636	0.891843	1.110687	0.642615	1.385292
SYNPO2	0.14708	0.222684	0.162793	0.212048	0.189303	0.160305	0.170812	0.180584
DNAJB7	0.49505	0.383946	0.772299	0.513176	0.439696	0.352544	0.249482	0.500511
CLP1	10.633808	9.097768	7.360615	7.127037	7.760181	9.692437	9.509665	9.360743
TTC36	0	0	0	0	0	0	0	0.114691
RSPH9	0.320967	1.368602	1.197271	0.255829	0.760163	1.322811	1.010194	0.930024
COPS9	36.924839	34.584484	26.55546	30.077461	30.232742	28.947527	29.681482	25.331404
GTPBP2	36.22937	31.7479	31.851845	24.323189	27.135881	26.633514	29.209089	31.156872
FGGY	1.71781	1.072528	0.62909	0.652181	0.249547	0.308508	0.065451	0.662463
IL17D	0.637672	0.707746	0.653818	0.456837	0.527575	0.782418	0.969909	0.641548
FUT9	0	0	0	0	0.014735	0	0	0
TCEAL1	9.290567	7.551431	7.923641	10.568295	6.942543	6.190551	8.35418	6.246461
ZNF24	9.97959	10.669862	10.421516	12.687284	10.937883	10.313806	10.666825	10.969565
MANEA	2.822205	3.717468	4.108867	5.028622	3.783528	4.018852	3.725611	3.977983
RAB40A	0.778907	0.854097	0.931913	0.606882	0.632716	0.77456	0.751481	0.675424
C2orf54	6.301816	5.229238	4.560072	3.812799	4.027601	4.342341	4.984259	4.203208
AGXT	0	0.04635	0.030748	0	0	0	0	0.029246
AFF1	12.883235	12.192485	14.041574	9.657582	9.422413	11.324562	11.70036	10.381725
FIBP	54.425144	62.431625	50.077965	55.820221	50.631893	62.494213	55.829983	56.075218
CARNS1	0.123205	0.297299	0.274948	0.130599	0.160637	0.355788	0.125402	0.148053
BANP	10.074195	9.970951	9.528564	10.764631	10.76281	12.016479	11.194289	13.787246
PPP1CA	87.29052	97.333557	69.214226	57.220558	79.005486	73.500145	79.469727	75.608032
HCFC1	31.43631	31.374033	34.005241	27.428406	37.157383	39.45533	36.683483	36.783958
CTSW	0	0.200635	0	0	0	0	0	0
PDE3A	26.149248	27.437578	28.077213	31.805361	28.209402	26.611124	27.58769	28.15661
RASGRP1	0.098833	0.144282	0.632477	0.177363	0.047533	0.055396	0.046562	0.090355
KLHL6	0	0	0	0.015532	0	0	0	0
CHCHD1	42.400322	39.720898	32.856365	33.42099	37.74894	36.179337	35.766804	33.739738
MRPL52	29.875023	28.612789	34.132023	31.154657	25.988863	28.035879	30.497032	27.137495
SMPDL3A	0.283994	0.618363	0	0.959657	0.861153	0.85022	0.126353	0.624871
RND1	0.863858	0.705931	0.553462	0.496662	0.961891	1.211456	1.022679	0.661733
RAD9A	14.136064	10.932872	11.382392	8.296993	9.222714	9.665936	11.649018	9.622745
EFEMP2	0.710492	0.410551	1.17298	0.292142	0.584816	0.337359	0.992307	1.075559
OR10AD1	0.179029	0.089232	0.056506	0.04608	0.193025	0.053572	0.044804	0.044338
AGAP5	3.991782	3.717936	4.173295	4.322427	3.942989	4.092552	3.934779	3.97691
WASHC2C	21.028198	22.833794	23.753462	24.172686	20.436832	19.642149	20.442293	21.727083
TMEM134	9.826273	9.384764	10.063888	8.124489	11.353232	6.698344	12.917153	8.934338
ZMAT3	2.200628	1.760101	1.662404	1.897812	2.037323	1.917803	2.065358	2.062963
ZFAND4	1.778691	1.239372	1.428853	2.587626	1.18401	1.599732	1.36287	1.233338
ZNF738	3.998791	4.88496	4.409527	4.892181	3.340194	3.816855	3.316888	3.804896
MS4A10	0	0	0	0	0	0	0	0.033601
FAM71D	2.664202	0	2.072121	2.677502	2.223054	0.098192	3.29512	0
CCL19	0.12143	0	0	0	0	0	0	0
CORO1B	46.389278	44.592773	36.07896	26.469694	28.154009	44.212391	31.777258	28.683929
FUT10	4.437099	3.817144	5.358561	5.240511	6.378763	4.995284	4.64996	4.760073
LRRC20	6.751838	6.530837	7.709792	5.249629	4.526142	3.959315	7.284008	5.865708
MUS81	26.131733	24.076231	29.875549	17.494135	23.461714	24.188652	19.612944	20.462273
PURG	0.068007	0.040504	0.025648	0.020916	0	0	0.081349	0.020125
TMEM217	0.07556	0.168903	0.102742	0.077794	0.081467	0.185695	0.172147	0.190523
ZNF596	2.05547	2.502814	3.997208	2.537998	1.933919	0.251532	2.644808	0.417931
CFL1	1163.964722	1064.288452	1111.272339	1062.091064	996.416443	1078.651611	1012.527893	1001.751465
TMCC1	7.646352	8.033307	8.299283	6.844854	6.420188	5.286447	7.938507	7.68749
NAA16	8.800688	12.628269	16.237738	15.629747	12.749647	8.291622	11.209973	7.835574
EFCAB12	0.695846	0.832844	1.112523	1.238533	1.365089	1.439082	0.887214	1.038297
FAM192A	34.662582	40.222008	41.894917	65.853172	43.614182	40.972145	67.78331	51.869801
RAB43	0.604952	3.962601	4.648758	2.291556	3.146249	3.565438	4.440924	3.238648
CBWD1	11.919311	10.600678	11.488667	13.921101	10.159762	13.016815	13.648652	15.103806
HOXC5	0.776035	0.356025	0.495692	0.441601	0.330093	0.343583	0.585972	0.467863
RAB37	0.092126	0.061224	0.03877	0.031617	0	0	0	0.030421
DCP2	4.657685	9.980451	10.956708	5.331227	7.892543	6.676188	9.464449	12.057842
SNX32	0.72851	0.886191	0.647495	0.512005	0.573844	0.957627	0.526207	0.897661
RPL38	313.2565	304.201904	373.108673	334.46701	318.863281	303.806549	289.450562	349.144196
RARG	37.070587	37.776897	41.804569	30.233171	32.645519	38.606731	37.008263	34.210163
CES3	2.510288	1.773715	3.349173	2.296009	2.977183	2.485976	3.609268	2.945826
SSH3	16.613771	15.110559	25.466913	16.76749	16.163805	18.861546	16.648514	21.852945
CES2	13.510229	15.147235	17.268373	13.838286	12.834929	12.61482	18.671541	17.344439
PDP2	4.766989	1.56583	4.207119	6.239996	2.362329	4.157548	4.369061	5.117033
SP3	13.127732	10.532945	15.385513	15.828706	10.647605	10.265564	12.983992	11.15784
DMXL1	8.997049	22.669157	14.44193	16.764954	15.380816	18.342703	13.307927	12.825177
METAP1D	3.628692	5.334352	4.39979	4.987329	3.974358	5.450622	4.062469	2.485759
ZNF621	12.37142	11.690394	10.187534	13.94627	10.452191	12.98337	11.057528	13.418145
EGFL7	31.546717	26.222107	26.099859	19.534107	27.783823	29.428658	28.446766	26.329426
NADSYN1	25.18778	24.141623	24.298813	19.47566	21.763288	30.228708	22.039949	24.761145
DHCR7	102.645683	89.843445	81.588127	81.668739	112.923637	114.532784	121.654541	103.7696
LVRN	0	0	0	0.097633	0.129683	0	0	0
NBEA	0.77828	1.806813	1.79715	0.897374	1.299328	0.860822	0.884925	0.802069
RNASEH2C	30.606697	29.313534	33.20467	24.669241	28.811359	31.050566	28.707388	28.633522
MYEOV	0.727908	0.584534	0.895758	0.573358	0.28068	0.373996	0.555604	0.371366
ANKRD13D	11.328567	14.581557	11.593804	10.868236	12.434343	12.295208	10.8664	13.014404
MRGPRF	0.935546	1.085838	0.576427	0.759875	0.685445	1.039705	0.713354	0.597527
MYD88	4.673846	6.38956	9.363617	9.819334	11.292602	9.613043	11.274415	10.173268
OXSR1	28.090137	27.583881	26.067406	30.308573	28.516668	27.361727	30.549078	27.226795
SLC22A13	0	0.159518	0.16855	0.131915	0	0.054726	0.06728	0.181172
PHF8	13.391014	11.57325	12.652398	14.694382	11.425149	14.933858	12.334062	8.616027
LCLAT1	8.007313	9.359793	7.341971	8.72438	8.520926	7.060571	8.181758	9.809384
FRG2C	0	0.084058	0.088715	0	0.085865	0	0.07991	0.069612
KAT5	25.491669	26.77704	27.063471	22.716087	22.720394	26.992979	27.723667	27.695692
SH3RF3	1.830851	1.740606	1.724629	1.631661	1.723346	1.509826	1.616092	1.842637
GXYLT2	1.33245	1.442278	1.392508	2.402293	1.95532	2.936242	2.255135	2.226605
DCAKD	5.10428	4.687927	3.537345	3.89712	4.540459	5.662105	4.842107	5.639699
TADA2B	3.566299	3.219823	3.050334	2.899044	4.776732	3.34698	2.781381	3.136848
CCDC96	0.52642	0.232229	0.350539	0.230072	0.390028	0.327662	0.250544	0.387405
GRK2	26.325834	30.285313	29.638086	24.202194	29.490667	18.663128	37.523643	27.918097
RELA	63.410122	64.172554	64.878006	45.329506	68.973984	79.745201	61.154373	61.245251
ZNF680	6.033239	8.142261	9.074483	11.75995	7.189779	8.025693	7.410733	7.366374
HECTD4	10.539591	13.711616	10.856942	12.824951	15.74802	14.072831	14.193354	14.330276
FAM222B	9.219479	11.791033	6.805042	10.897862	8.282595	7.322362	12.839644	8.394927
BNC2	0.483765	0.281844	0.365256	0.36001	0.534898	0.741123	0.371284	0.596385
RXFP4	0.047104	0.087336	0.237871	0.027158	0.101571	0.056381	0.141459	0.139988
HPSE	1.738785	1.930345	2.113603	2.123809	1.74244	1.808782	3.434409	1.901477
COQ2	15.294628	14.634956	16.331974	17.469088	16.092222	15.277506	14.052254	15.519439
HSPA6	0.188206	0.147341	0.01555	0.08877	0.212481	0.235891	0.086312	0.219635
TRMT112	84.031448	77.625435	63.273174	60.027916	69.024902	66.411125	70.573952	71.361282
LRRN3	0	0.072292	0	0.080718	0.049703	0	0.078482	0.0466
KDM2A	34.200912	32.943527	34.920246	33.869404	34.505657	34.823959	35.026573	36.840439
ADCK5	4.878016	4.390512	2.109439	1.388576	2.948922	4.157914	4.150962	3.064204
MRPL57	10.343376	11.185483	10.990868	11.301844	11.009832	10.887611	11.047772	10.439923
NOC3L	18.934355	20.644217	24.154043	23.249819	21.079172	19.361731	20.215574	20.157553
ESRRA	33.060287	21.511116	21.449579	11.450492	23.053322	24.952234	20.062853	17.960135
RHOD	58.928669	62.383099	51.480824	49.551086	52.416565	63.439037	53.077477	52.34573
COMMD1	11.392112	26.768503	10.494334	10.906179	48.645153	10.68753	7.557518	10.654879
RAPH1	3.690898	5.295605	4.787503	3.710728	4.427586	6.164617	4.853836	3.332392
MTX1	23.829824	23.18186	22.685726	20.070135	20.636971	23.600788	21.902407	24.272675
ADCY5	0.346445	0.163703	0.201522	0.098703	0.163315	0.177939	0.134997	0.124422
PARP14	5.170853	4.372309	4.488343	6.118379	7.095736	4.653871	5.012934	4.435521
CYSLTR1	0	0.020342	0	0	0	0	0	0
CKS1B	71.814011	75.927132	64.936981	73.400169	68.737915	65.35376	62.304493	63.860756
AHSA2	30.976656	23.255707	19.692154	25.121525	27.838398	24.030701	27.357372	21.761181
ABLIM3	0.944351	0.929217	1.332425	1.357008	0.83682	0.541833	1.699723	1.523873
MAB21L3	0.324147	0.377222	0.137021	0.167611	0.526182	0.386261	0.271614	0.143355
MFSD4B	1.878942	2.020097	2.002546	1.915314	1.859777	1.771834	1.896044	2.035942
VANGL1	7.595874	8.671031	6.803273	7.277922	8.914774	9.130376	9.777685	6.777598
GLRX	7.295969	8.355083	8.67819	8.285562	6.731945	9.168447	7.334825	8.207711
IQCB1	19.773539	22.704489	19.892532	26.464239	16.972902	16.552246	18.719202	19.960039
SYT12	18.836937	22.750671	16.467459	13.977329	16.232443	26.399302	25.991186	22.106424
GOLGB1	13.410891	15.116336	17.436924	17.168512	17.527098	17.119976	15.813337	19.248573
C11orf86	18.880516	15.740654	13.865895	10.798967	13.805514	17.230114	15.802041	13.451034
GPR151	0.018915	0.018855	0.02388	0.038947	0.020394	0	0.018935	0
ZNF483	0	0.047863	0.070258	0	0	0	0	0
PLAC8L1	0.221974	0.900533	0	0.696305	0	0.547903	0	0
SLC2A14	0.141454	0	0.107258	0.143207	0	0	0	0.146302
GPR137	34.07457	25.291985	31.476307	24.132177	29.50227	36.769939	29.949415	32.839344
SNCG	35.956341	25.741156	31.455034	22.025574	27.704369	23.645609	24.709976	25.200651
MMRN2	3.542948	3.282471	2.88462	1.813844	2.551201	2.580829	2.302493	1.811915
MZT2A	83.125305	72.213821	57.578495	42.9249	66.883072	61.043159	78.90023	68.611259
TNKS	11.699773	10.765622	12.901332	11.047825	11.040341	11.043976	12.938395	12.811591
ZNF449	1.494207	1.174427	1.424493	1.835799	1.247092	1.323522	1.403059	1.385766
ZBTB21	2.386696	5.186741	5.450947	4.258409	5.811328	5.293427	2.778046	4.227612
PPP1R3B	1.604163	1.570977	1.46683	1.486358	1.341383	1.312362	1.255528	1.383343
STOX2	5.475086	2.89872	4.247738	4.991602	6.533459	3.871139	3.874534	3.197947
MAP3K11	37.946362	28.713135	27.084517	20.941147	41.188461	31.050034	42.324757	35.773117
