gene	Sham-1	Sham-2	12-HETE-1	12-HETE-2
Per2	2.164703	4.217371	4.464901	4.867267
Abhd16b	0	0	0.184645	0.221712
Fancm	0.487307	0.338646	0.546971	0.896302
Tmem69	8.274899	10.684362	7.539677	7.399174
Tmem150a	18.979588	12.329685	23.206097	23.650038
Zfp277	2.679955	2.539816	7.127247	7.096284
Aasdh	0.662683	0.837622	1.507654	1.485314
Gm14137	0.06537	0.16758	0.053912	0.119393
Fto	7.72056	7.660527	12.456425	11.15744
Krt28	0	0	0.03409	0.103508
Emc7	11.061602	11.359079	14.48513	14.602166
Prr18	0	0	0.056599	0.081736
Cldn23	0	0	0.478729	0.338192
Fut2	0	0	0.003747	0
Irs1	0.632714	0.460462	0.47154	0.196705
Zkscan5	2.732503	3.090059	3.789569	4.351149
Nod2	0	0	0.035195	0.023827
9330182L06Rik	0	0	0	0.049639
A430033K04Rik	1.086202	1.668097	0.354625	0.509643
Zfp709	0.264764	0.300434	0.983305	0.647515
Clca3a1	2.429184	1.684068	0	0
Cyp3a11	1777.280273	1799.375366	550.446106	585.749512
Rgs9bp	0	0	0.016802	0.051187
Mia3	19.947212	25.280256	8.836946	28.553709
S100a8	13.790081	8.295293	0	0.225406
Sag	0	0	0.166557	0.115835
Fam105a	0.487957	0.250276	0.04395	0
S100a9	22.915968	10.228978	0	0
Eif3b	39.761032	42.143532	128.073547	118.63324
St3gal5	151.570587	213.407516	8.834064	9.61895
H2-T22	32.203033	28.828409	202.537476	202.286087
Fez2	14.638212	10.395153	45.229126	48.54211
B4galt6	0.204298	0.278031	0.863671	0.956261
Ticam2	0	0.129723	0.106702	0
Pgm3	13.767395	18.858913	3.925317	4.279366
Gm9992	0.576199	0.537738	0.02061	0
Trim34a	0.771285	0.645601	4.322964	4.583438
Rdh9	6.926268	13.702698	2.212963	2.977773
Socs6	1.73833	2.092431	8.529061	9.652615
Cnot10	5.890536	6.782626	12.076057	13.412194
Col8a2	0	0	0.02556	0.03822
Snx32	0.522535	0.060072	0.867814	0.432609
Cfl1	97.789612	92.025085	563.9104	581.534241
Tas2r135	0	0	0.151955	0.150708
Pgpep1	12.046708	7.533736	21.44455	17.814245
Npm3	20.015076	20.090008	68.09494	62.477894
R3hdm1	7.322291	8.363759	9.804939	10.028983
Pard6g	0.094381	0	0.334441	0.257339
Cebpg	13.195388	16.504795	21.589304	25.238472
Pla2g4a	0.491394	0.247998	0.077538	0
Cars2	6.488065	6.465325	8.413642	8.177416
Ncoa4	36.829979	32.136116	41.755753	60.744427
Gm5447	0	0	0.016862	0
Lrif1	3.656354	3.144977	3.160296	3.854548
Cep70	0	0.225112	1.955989	1.919181
Dennd1b	1.392806	2.223214	3.078689	3.545786
Ms4a4b	0	0	0	0.068233
Usp39	8.054783	9.698253	42.140568	39.150627
Tyw1	4.393795	6.643332	40.308517	40.128918
1810011O10Rik	8.472237	8.670566	6.294342	6.921951
Usp34	6.597026	5.341243	6.240284	6.477763
Sftpb	0	0	0	0.030117
AI987944	4.427147	4.416044	4.180338	3.147214
Lig1	0	0	11.598199	10.365483
Adap1	0.196019	0	1.70636	2.01824
Tgoln1	44.678776	45.624897	55.222946	57.840569
Prl2c3	0	0	0	0.133645
Mok	0	0	0.46715	1.174209
Zbtb25	0.438277	0.373783	5.226473	5.321983
5730596B20Rik	0.029887	0.060336	0	0
Med12l	0.163574	0.018199	0.107198	0.065861
Cd248	0.352423	0.118574	0	0
Chn1	0	0	0.191057	0.15043
Mettl7a2	0	0	0.107649	0.14055
Adgrf5	6.160083	5.234961	0.674904	0.839895
Foxk1	4.733881	3.006672	9.937893	10.043015
Tmem154	0.179971	0.09083	8.890901	7.819444
Cebpb	158.99379	110.21476	104.259315	96.812752
1700001K19Rik	0	0	0.023226	0
Rab31	1.924562	1.337831	12.081084	15.64345
Ptafr	0.385874	0.308807	0.167442	0.030916
Ccdc18	0	0	0	0.073752
Pign	3.297373	2.741613	4.180487	3.978887
Rlim	7.390737	7.682957	7.852453	8.927074
Mpz	0	0	0.110522	0
Zfp658	0.286822	0.231016	0.299965	0.592342
Drc3	0	0.083005	0.090833	0.081714
Fry	0.187471	0.215029	0.020296	0.070257
Chd9	333.180817	305.804565	41.952282	35.294254
Ppp1r14b	12.018451	14.808842	138.249405	124.520103
Fkbp2	62.892181	65.362022	48.313763	43.838043
Chst13	3.209178	1.623432	2.792234	2.121936
Apol8	0	0	0.568126	0.32606
Them6	0.666263	1.245461	5.576582	4.676903
Retsat	85.862053	97.822914	62.897549	61.281635
Prelid2	0	0	19.654413	27.150949
Kdm5d	2.897935	1.626871	2.991038	2.81598
D17Wsu92e	66.596756	66.858521	83.885292	78.562515
Elmod3	5.493779	6.444139	3.360909	3.823544
Ier5	1.527484	1.480018	17.423719	21.108488
Gm13199	0.393153	0	1.093743	2.164224
Nbeal2	1.689886	1.484477	3.890704	3.478046
Capg	1.443299	1.528789	4.474482	4.744242
Nfil3	26.913536	25.586813	30.169775	29.61775
Dnah9	0	0	0.007479	0.109534
Hmga2	0	0	0.090279	0.120558
Cspp1	8.257323	6.455709	6.232985	6.748585
Setd3	18.927067	21.578997	21.293589	25.51297
St8sia3	0.111376	0.031557	0.527308	0.648054
Tsnax	12.19415	12.243676	26.671629	25.314274
Ttc26	0.047274	0	0.665229	0.722143
Pcbp2	45.454739	47.772118	101.122765	100.6409
Gadl1	8.831333	8.393224	5.176656	3.848207
Glipr1	0	0.171062	0.004524	0.099536
Hist3h2ba	0	0	0	0.183127
Immp2l	33.967613	34.524513	28.761019	27.256615
Sipa1	2.076481	1.692675	4.46525	4.738115
Cep162	0.301106	0.254808	1.31906	1.532771
Acbd4	19.165956	13.665987	9.821128	7.76443
Commd7	4.921345	3.689735	15.903894	15.266476
Tatdn2	11.659814	12.140903	23.424582	23.487116
Jmjd6	13.192913	8.742371	43.636143	46.522617
Gjc3	0.724203	0.604733	0.027667	0.014048
Ces1d	119.930916	124.432022	55.418179	57.333508
Hamp2	178.07634	374.874756	33.807476	29.724174
Fam71d	0	0	0.120389	0.456304
Ide	30.782404	23.838238	24.400822	24.596422
Cfhr1	70.495728	78.04409	16.01087	19.930143
1700010B08Rik	0	0	0	0.062536
Inca1	8.685616	6.549426	4.178553	4.900891
Fam47e	21.280622	19.330746	0.239781	0.302103
Ero1lb	18.026779	22.958004	6.078929	5.51247
Spata45	0	0	0.106339	0.246651
Ces1g	51.403023	56.196541	28.853359	30.675743
Fxyd3	0.370027	0.582717	0	0
Zfp607b	0	0.271559	0.411377	0.706892
Ebf1	0	0	0.009256	0
Zfp180	4.165375	5.316831	3.753233	6.539451
Nat8f1	87.861595	73.63765	40.920631	43.675594
Cntrl	6.516632	4.369896	3.128705	2.830592
Npm1	45.319229	59.16436	369.529846	397.690277
Gja5	0.225703	0.162725	0.184642	0
Txnl4a	5.787767	7.199018	58.094433	53.181797
Rpgrip1	0	0.142565	0.243936	0.059409
Chd6	1.299765	1.496311	2.06235	1.688707
Ado	2.427812	2.748332	10.527201	9.995211
Scimp	0.556913	0	0	0
Tmem140	3.612138	1.07558	30.201502	30.926004
Trim12c	2.40732	1.578276	3.995747	3.657885
Dph6	1.287549	1.337786	5.083748	4.821393
Homez	0.530442	0.510874	1.406326	1.353111
Ccdc189	0	0.195335	1.098413	0.776648
Gsk3a	22.346905	25.255606	36.785763	34.603336
5730455P16Rik	6.042556	3.852459	3.503893	3.639693
Scn3a	0	0.02646	0	0
AB124611	2.93779	2.147452	0.287609	0.104964
Slc44a2	2.435737	0.86329	1.46629	1.097009
Armc7	1.151444	2.380337	5.031193	6.696324
Aadat	105.127968	41.277744	13.592205	15.561
Atp5sl	10.752545	15.360689	9.228404	10.857279
Aak1	1.360012	0.608357	11.163913	11.908393
Mettl15	1.040136	0.601685	1.021379	1.365831
Rbbp4	19.046261	20.78689	20.870222	22.495562
Gm10020	23.011719	24.370018	21.936985	19.900984
Bbof1	0.106065	0.090644	0.196045	0.335625
Snrpg	13.023651	11.285284	31.490873	27.118372
St6galnac2	0.633674	0.174756	0.150246	0.148005
Arhgap24	0.412316	0.325903	1.085907	1.389372
Rpl38	140.477875	148.341858	374.804047	318.792297
Bcl2	0.279674	0.159209	0.180664	0.160749
Cep170	1.63031	2.146424	5.944764	11.127734
Chst3	0.032825	0.033132	0	0
Sphk2	17.518215	11.7386	8.96454	7.169316
Apol9a	23.720858	15.206918	97.71312	87.470634
Uxs1	4.989716	2.546748	7.482071	12.062889
Birc2	6.581353	8.074244	4.939218	4.868412
Yipf1	22.63385	16.650766	19.302011	18.928799
Ryr3	0	0	0.004202	0.013014
Mrpl18	29.855478	32.72649	21.648056	20.699492
Zfp759	0.287894	0.531249	0.206218	0.250315
Ces1c	751.922424	822.773376	487.026703	513.198975
Nsd2	1.564775	3.067634	11.04507	14.257259
Zfp53	1.045269	1.236336	1.419928	1.69971
Fam173a	26.930462	23.512207	38.687702	38.532887
Las1l	12.730437	16.673996	53.904049	68.609085
Ugt2b37	30.82695	0	2.022744	2.799814
Mpp7	1.185568	1.501302	1.403924	1.333043
Saa2	9407.37207	10007.875	1080.240845	1032.796631
E2f6	3.416498	2.718012	7.740956	6.918539
Fam136a	16.626637	17.908581	48.09259	48.807129
Bloc1s2	5.184801	5.951866	51.354439	43.666397
Spop	33.083618	34.766521	33.42783	33.735626
Ece1	47.511246	42.253731	9.478755	6.780484
Dtnbp1	18.375751	18.711466	42.926498	32.010769
Pus7	1.50885	3.408347	14.070939	20.833719
Zfp317	3.673461	4.849779	4.433342	5.470568
Lgals8	56.746208	59.547623	35.459854	33.131123
Eif1a	28.542747	33.552757	36.637299	39.019897
Zbtb8os	16.342991	15.759114	4.449069	4.909634
Arl16	4.204926	4.009983	7.458453	9.059211
Trim30d	1.468286	1.687015	3.422289	3.849115
Lmcd1	0	0	1.724021	7.181307
Colq	0	0	0.119478	0.186669
Gnai1	0.440916	0.322095	0.068607	0.143225
Prdm2	4.220243	4.235384	7.082487	7.610016
Brd9	3.175831	1.995111	7.207589	7.399442
Olfr328	0.006905	0.017065	0	0
Gapdh	74.630074	119.27301	1752.306763	1546.292603
Bloc1s3	1.251996	1.516985	5.449063	7.177264
Pkn1	7.217856	4.306565	8.49003	7.304876
Zfp746	7.915095	7.899312	19.783995	17.413507
Vmn1r53	0	0.090181	0.049343	0
Mex3b	0	0.060318	0.761322	0.368543
Lepr	1.755691	2.008753	5.001798	2.465818
Serpinb9g	0	0	1.128508	1.021022
Prtn3	1.310477	0	0.39812	0.41672
Sptan1	17.290228	14.706058	78.072891	75.707451
Megf6	0.029263	0	0.07045	0.028721
Gm6169	0.0728	0	0.241231	0.122483
Mab21l2	0.07594	0	0.206905	0.08518
Cyb5d2	4.407303	3.882409	3.158119	3.507267
Ddx49	15.151894	20.115515	24.009727	21.152258
Bak1	8.90895	5.350087	22.459116	22.127989
Zfp119a	1.594842	1.885551	0.698294	1.033484
Xlr3a	3.368847	2.416827	0.281554	1.044088
Rpl32	251.959305	265.674042	791.489319	710.384644
Zfp595	1.751151	1.66374	0.603211	0.853946
Fam204a	2.917408	2.030519	4.425772	6.105085
Rpl36	132.458237	151.409897	617.06073	546.142273
Abat	55.115051	66.811287	2.587375	2.105001
Zfp329	0.66906	0.689141	1.557303	1.290884
Zfp105	0.248346	0.30204	0.770758	1.337486
Camk2b	3.03116	3.072736	1.513809	0.566777
Adgrf2	0	0	0.084179	0.042741
Gm10032	0.488634	0.608929	0	0.091661
Cacnb2	0	0	0.022013	0.022354
Gsta2	8.902702	15.776281	90.203957	91.171715
Unc13d	0	0.125042	0.270543	0.408344
Itpk1	4.295979	3.684808	15.800502	14.983426
Sema3b	0	0	1.604112	2.343919
Zfp809	9.206554	5.306799	11.527746	12.583524
Mdn1	0.724172	1.915462	9.148399	10.175304
Sept11	2.515528	3.209961	26.553318	27.978149
Adtrp	84.292557	60.804955	7.882305	6.869032
4933430I17Rik	0	0	0.03105	0.213886
Palld	14.017176	14.814296	64.11898	92.425819
Mettl7a3	4.290543	3.891484	0	0
Gm10036	40.444206	41.846737	16.308367	13.84582
Eml1	0.62395	0.291245	0.259156	0.558821
Sdhc	50.280136	49.117237	24.37079	24.103243
Zfp729b	0.983363	1.679808	1.355277	2.057308
Nfam1	1.920918	0.664334	0.057137	0.077861
Olfr127	0.004476	0.009034	0	0
Tpm3-rs7	8.79584	8.809166	1.465421	1.350817
Gstm1	374.84314	411.124481	388.059692	375.619476
Adamts17	0	0	0.027566	0.009331
Chsy3	1.488716	1.547844	10.687404	11.770309
Gm5431	0.426845	0.156462	0.018572	0.095195
Smco4	6.621105	8.941257	10.487623	9.503081
Gm5148	0	15.468799	15.615494	13.618711
Zfp846	1.203285	0.109185	0.694343	0.633236
Serpina3k	5789.072754	5699.17627	1527.666382	1588.318481
Gstp3	8.806927	9.627863	91.32177	76.639664
Arhgap35	7.771463	7.499749	17.823641	17.545097
Usf2	30.098528	32.779636	32.417149	36.654785
Cryzl1	8.092847	4.400237	11.141013	9.881055
Gm10037	0	0.435673	0.856203	0.203107
Kcnh1	0	0	0.030043	0.054341
Tspan7	11.416666	5.01	9.911357	10.727352
Idi1	20.510239	20.533915	18.939875	16.777349
Serpina9	0.456677	0	0.904361	0.947651
Mrps14	7.908643	18.311029	6.338453	7.391353
Espl1	0.045051	0	0.045843	0.10551
Zfp68	2.57261	2.762531	4.128512	4.579807
Spock2	0.037886	0.212489	0.010569	0.021323
Mcm9	1.033549	0.908324	2.978815	3.462132
Upf1	14.931149	16.458153	50.594883	50.007977
Ube2e2	9.82898	13.563579	24.23506	19.184864
Phf21a	4.042831	1.228731	7.956652	6.420899
Dock1	3.188415	2.50605	3.96738	4.337693
Zfp85	0.122849	0.568937	0.745556	0.903742
Smim4	7.204367	14.77158	8.669814	8.008628
Abce1	27.255392	34.094482	44.946266	44.76363
Hist1h2bg	12.159637	10.092462	33.812202	31.250488
Phtf1	2.050086	0.394198	3.554271	5.273142
Rrp1b	5.090788	4.373074	13.554909	10.293514
Gpr182	7.784819	6.066944	0.125921	0.048912
Zfp420	0.445613	0.579836	0.605924	0.413788
Txndc9	11.497414	13.973273	22.191065	27.647066
Syt17	0	0	0.139122	0.356451
Cxcl2	1.152299	0.394803	2.967963	2.647225
Nrf1	3.072659	3.2199	19.167044	19.56724
Rpl10-ps3	42.362167	44.169647	23.54476	22.543781
Map2k5	5.405957	4.195633	6.618115	5.169331
Znrf2	8.568336	7.486164	24.915714	26.694494
Gm26920	0	0	1.228315	0.841028
Dhcr7	34.918503	29.366364	24.34136	19.297571
Gm8369	0	0.10573	0	0
Wdr91	1.859393	0.748395	9.739315	7.985083
Rnf207	0	0	0	0.134944
Fam133b	3.526198	2.569703	12.366819	14.968793
Mup5	12.16777	10.724056	0.315216	0
Rpl23a	143.838043	146.584442	725.750916	708.204346
Rpl5	79.668327	65.556747	305.117096	309.059418
Tmed9	73.503456	100.471466	95.983101	93.550179
Gpc6	0.296717	0.089942	0	0.024903
Cela2a	0	0.283691	0.177444	0.299025
Serhl	9.802098	15.582287	8.102313	9.109536
Tmod3	7.994134	6.73973	19.322676	22.638704
Anks1b	0	0	0.014644	0
Fbxo18	14.946577	15.444651	10.281725	9.29378
Rpl30	93.886703	110.84053	307.88916	277.785156
Adra2b	0.356561	0.333667	0.070328	0
Gda	6.37953	7.874878	0.336444	0.393097
Capn11	0	0	0.042734	0
Zfp110	13.54863	16.075586	19.497591	25.901756
Eif4b	48.2719	46.8316	157.041107	158.642334
Tubb2a	15.504465	17.632113	233.594025	182.425583
Ccser2	4.264302	4.676275	11.108735	10.753102
Memo1	14.824985	12.49647	23.312967	24.672592
0610030E20Rik	6.16324	2.789206	6.151886	6.842267
Egln2	26.42845	27.606152	22.802654	19.28484
Fcer1g	9.391135	4.852035	2.563579	3.079445
Lin9	0.317229	0.41626	2.068132	2.202913
Kcnj14	0	0	0.343817	0.473709
Zfp958	1.440025	1.774135	1.963197	2.27153
Osm	0	0.08907	0	0
Thra	5.12506	2.566731	3.045864	2.77322
Rnf169	7.399188	6.810117	8.50983	7.313344
Hist1h1b	0.134919	0	0	0.047417
Cds2	14.724218	9.652253	30.149527	28.716389
Nfe2	0.210245	0	0.087947	0.059872
Nap1l1	12.860735	13.746796	99.078583	100.636292
Col13a1	3.763431	2.310838	0	0
Pirb	1.572094	0.803734	0.444489	0.336766
2810428I15Rik	22.236757	24.878183	50.468704	54.668026
Abi1	15.73982	18.221495	16.792879	27.032955
Zfp516	0.258326	0.391875	2.149533	2.0981
Zfp708	0	0	0	0.027034
Deaf1	5.401116	2.315468	9.332324	11.455278
Col25a1	0.131251	0.044991	0.029161	0
Rsl1	0.727453	0.94996	3.720697	3.756635
C1qtnf3	0.084876	0	0	0
Slc10a5	11.492589	10.540104	0.456904	0.342198
Gm10053	25.257084	34.990883	17.295637	17.123861
Gm2174	33.212418	32.305698	1.05239	1.353287
Cfi	255.834915	224.837204	124.901588	135.284973
Fam57b	0	0	0.023781	0.047091
Hdhd5	8.597936	6.850978	12.601763	9.154423
Vwa8	28.332092	29.230827	6.679314	5.979694
Hnrnpa3	17.435928	21.80431	65.342079	64.765862
Sh2d3c	1.963498	1.073357	0.741197	0.720889
Kcp	1.009502	0.421637	2.855413	1.718244
Olfr482	1.971789	2.291989	0.033347	0.049648
Eno1b	31.035406	35.00462	34.173862	28.978172
Frem1	0.020691	0	0	0
Rad51b	0	0.092531	0.456505	1.02729
Rpl18	67.869438	70.146881	182.282806	174.201645
Fcgr4	4.70079	2.25239	0.132235	0.402104
Ifitm6	0.904104	0.607343	0	0
Nap1l4	23.741879	22.071178	30.460381	36.294426
Olfr539	0.008727	0	0	0
Zfp945	2.816422	1.378841	3.821875	4.444001
Ntrk3	0	0.010271	0	0
Mfsd4a	2.582879	0.310408	6.93823	0.543887
Pde1a	0.235427	0.467155	0	0
Skap2	21.15324	15.151303	6.61273	5.516204
Mtfmt	2.740073	1.453597	7.326126	7.207949
Fam19a1	0	0	0.033481	0
Hnrnpm	35.011719	35.194237	31.306467	27.705627
Ddn	0	0	0.014803	0
Sept9	9.527913	10.713235	34.128021	28.613409
Usp47	20.307293	20.345268	38.552399	47.528748
Zc3h4	7.814157	3.973061	15.983075	16.55179
Naa38	24.637154	21.388889	29.31144	27.454435
Cdyl	1.071543	1.45063	6.362394	6.636139
Rpl11	150.978851	141.947662	476.07489	464.02771
Vpreb1	0	0	0.254919	0.18273
Slc27a4	8.981441	6.858396	32.57954	28.385899
Tonsl	39.239525	38.218746	31.116739	24.570723
Hopx	22.873217	54.133926	4.157294	3.684176
Csf2ra	2.109087	1.584235	7.120911	6.879615
Eda	0.098182	0.118923	0.443558	0.279526
Aldoart1	0.438172	0.515737	0	0
Wdr83os	20.813835	15.288292	22.227123	19.421534
Fxn	6.06285	6.071974	13.330133	12.439512
Nkapl	0.134244	0.412146	0.59916	0.634059
Olfr54	0.002207	0	0	0
Mamld1	0.209016	0.084389	0.057717	0.202837
Tmprss9	0	0	0.073207	0.055679
Mrgprh	0	0	0.030604	0
Ppp2r5d	6.685608	5.914948	15.618308	15.180337
Fxyd2	0	0	0.095273	0.127528
Zfp933	0.985153	1.560213	0.666796	1.048468
Gckr	39.58416	43.483517	25.371441	19.566334
Max	10.926272	16.266169	25.998726	20.429075
Bcas3	7.567488	6.045423	3.589016	4.555007
Hadhb	53.992424	60.479229	36.237247	34.986298
Ptk2b	7.564233	6.291786	16.659922	22.876221
Gm10065	2.106586	0	0	0.080935
Mbtd1	4.145903	3.790626	7.053154	8.907591
Zfp426	1.802282	3.930403	2.20339	4.171648
B3gnt8	0.086157	0.644827	0.611162	0.919119
Plg	969.590393	899.984924	337.263306	327.830566
2610301B20Rik	1.465708	0.904643	2.996213	3.554042
Kbtbd2	3.485801	4.635785	8.782834	10.489906
Arhgef12	21.662264	22.978474	27.475554	24.675457
Fcgr3	7.207959	4.280012	0	0.041737
Znhit1	30.31632	29.520554	55.759449	49.582359
Uqcr10	195.618866	192.240814	179.80751	152.598267
Tcea2	0.092519	0	3.651787	4.034952
Trp53	13.780807	8.90089	55.266293	42.759449
Ccdc28a	5.681011	2.870692	2.827727	2.511528
Tor4a	1.769783	0.806953	1.302731	1.629421
Ccdc154	0	0	0.034358	0.107768
Nsmce2	5.988429	3.935549	9.056145	10.490865
Calcrl	1.939785	1.54809	0.261643	0.103527
Syn3	0.041988	0	0.12673	0.150688
Taf1b	1.745278	1.799483	5.664808	6.154562
Cdh24	0	0	0.423108	0.53153
Zfp637	5.784568	6.963631	11.757573	13.658413
Akap17b	1.210853	2.186313	0.588454	0.427803
Rcan3	0.254574	0.177366	2.243867	3.09372
Flot1	25.121321	21.533522	44.575188	41.145561
Ndufs8	54.503803	49.254677	34.982601	29.659206
Kcnh7	0.052524	0.113782	0.175698	0.071733
Fdps	70.480751	80.266869	199.775742	183.557297
Slx1b	0.599398	0.993659	5.001518	3.177596
Nrm	0	0	1.467645	1.184478
Eif4a1	89.528648	115.831497	357.461029	443.848297
Rgs3	1.147408	3.591051	0.807033	1.127483
Atl2	49.780205	44.433956	19.385252	21.391117
AU019823	2.480473	3.55352	8.142933	9.684389
Dbp	16.088083	22.065306	5.109076	4.248961
Sclt1	1.734282	2.306347	1.981096	1.880483
Rpl13-ps3	16.974272	17.236969	0.658513	0.410037
Zfp874b	1.10516	1.092616	2.498185	3.414315
Zfp341	0.541993	0.56744	2.078285	2.536432
Kmt5c	4.395258	4.799877	5.901083	5.726681
Kcng2	0	0	0	0.039772
Olfr1393	0	0.067231	0.318195	0.30032
Tnip2	8.470521	5.987065	11.097371	11.318444
Olfr1029	0	0.107578	0	0
Zfp422	3.356811	2.470896	4.74213	6.03954
Irak4	6.687201	7.172699	4.013075	3.748286
Ube4a	22.213104	27.814962	9.830504	9.520323
Tsks	0	0	0	0.011395
Ptp4a3	1.155599	0.637711	2.868734	3.02804
Zfp930	1.111332	1.111957	1.052865	2.011024
Adamts14	0.154184	0.078012	0.008608	0
Mug1	595.666138	563.524658	406.947937	454.834808
4930453N24Rik	4.097908	4.588957	4.19412	6.190978
Grb2	19.461336	15.293988	22.815508	32.456722
9430015G10Rik	0.715892	0.413414	5.687006	5.351601
Hspa2	1.347672	1.599	1.685726	1.826813
Ntm	0.355894	0.267857	0	0
Zfp74	0.692028	0.462406	2.44508	2.135566
Taok2	11.835073	12.66477	13.011477	12.103634
Nptx2	0	0	0.065492	0.155181
Fcrl1	0	0.0927	0.025361	0
Atxn7l3	6.524402	4.871851	11.782514	14.87313
Chpt1	40.188507	51.495083	19.580873	20.669727
Kif13b	6.502287	6.572484	3.188953	3.241723
Gm10073	97.067451	101.333176	1.751654	2.03476
H2afj	20.764732	16.764338	70.611145	62.166473
Ctf2	0	0	0.212349	0
Rpl3	110.459953	138.589325	528.208923	445.734924
Dhps	8.203244	13.26588	22.589478	27.508757
Tmem26	0	0.160355	0.016451	0.044548
Alox5ap	1.362234	0.727937	0	0
Psma3	47.788662	60.394226	62.971069	61.919769
Rp2	1.820077	1.667092	2.723778	2.222895
Hist1h4a	0.356234	0.290439	0.684155	0.785323
Prmt7	5.389987	7.679715	19.50733	19.258015
Gemin2	5.786125	8.000974	6.944198	8.837378
Tpt1	438.007843	368.195557	678.866089	696.046387
Atp8b4	0.088041	0.053319	0.067943	0.123276
Gm10076	101.318344	107.177147	12.566109	8.544742
Serpinb6a	6.255426	5.701385	22.401503	24.975395
Pop5	35.91608	19.942528	14.456574	15.078303
Zdhhc8	0.657835	0.368567	3.340286	2.895261
Kif27	0	0	0.099184	0.050399
Myh13	0	0	0	0.027915
Slc35e3	7.057443	5.762585	13.65283	15.774267
Lrrc10	0	0	0.114886	0.157479
Cxcl17	0	0	0	0.221629
Gm5868	0	0	0	0.240284
Zfp462	0.047894	0.038675	0.111077	0.163816
Arrb2	14.52125	7.620578	24.963484	23.527187
Pyroxd2	5.372287	4.453347	1.347554	1.287794
Casc4	0.986505	1.109361	1.571473	1.614877
Cend1	0.110966	0	0	0.031035
Alyref2	2.568639	3.007419	3.114443	3.366864
Pwwp2b	0.24036	0.263413	5.182872	7.138798
Gtf2i	21.275043	18.626287	13.43827	11.888799
Nrg2	0	0	0.048426	0
Ap2a1	9.31926	9.058853	26.518585	27.802383
Ppih	2.332984	3.735326	10.423106	9.804914
2610008E11Rik	1.229709	1.758623	0.425148	0.238847
Zfp941	0.156185	0.052549	0.255334	0.590331
Acnat2	18.584274	36.263813	0.44975	0.544967
Zfp937	0.362382	0.234739	0.214693	0.404145
Caln1	0.491398	0.227817	0.229962	0.360241
Hnrnpc	22.347277	25.816612	58.139248	62.233624
Bckdha	92.118233	87.752594	46.187286	40.363506
Zfp128	0.418338	0.289762	0.335582	0.682341
Chst8	0	0.127972	0.02334	0.023702
Cyp2a12	216.137039	230.06955	122.005875	130.341324
Zfp868	2.734351	2.59008	1.937756	1.588805
Sntb1	12.400671	12.26593	25.964149	21.087971
Trim5	0.731612	0.161206	0.414743	0.169234
Rnf14	12.126961	11.961736	22.761562	24.50786
Kng2	213.914322	228.351837	71.493073	71.09893
Dppa5a	0	0	0	0.102532
Adgrg3	1.889339	3.50285	0.334852	0.60135
Wtap	10.563757	10.390112	14.80317	14.053901
Irak2	4.171985	7.347178	24.778519	23.91124
Samd5	0.122605	0.088438	0	0
Xcr1	0.045024	0	0	0.00865
Zfp266	3.59649	3.436131	4.173617	5.89534
0610040J01Rik	9.599381	9.649506	12.195935	10.950062
Tor3a	1.797608	1.483171	7.045242	5.244977
Tmem219	21.221487	23.961315	18.908014	16.05909
Tnfrsf19	0.150381	0.130869	1.459782	0.817182
H2-Q7	30.706825	25.071762	185.585846	185.900345
Ces4a	3.124625	0.166352	0.272413	0.241548
Fam78b	0.067939	0	0.029433	0.022551
Mfap2	0	0	0.032228	0
Fhit	1.080872	1.202361	0.440128	0.711394
H2-Eb1	9.256231	5.486806	1.402296	1.239436
Ifitm2	233.816101	238.161545	34.658775	81.721802
Layn	0.112255	0.169759	0.030998	0
Eno3	0	0	3.810987	3.224398
Nr1h2	14.367216	14.890122	27.03896	33.512783
Cyp2c70	490.393341	550.832031	57.749241	61.411312
Nkpd1	0	0	0.206195	0.191539
Rpl35a	120.669357	104.681114	552.288452	510.033325
Hist1h4i	0.974141	0.427417	1.121971	1.171312
Marf1	6.393765	5.600006	5.734599	7.152271
Atp8b2	1.250214	0.247579	0.386874	0.276402
Pla2g16	1.684164	2.17288	1.35024	1.06184
Hist1h4c	0.51148	0.225548	1.853472	0.332694
Mrps9	13.141107	12.580993	14.117006	13.853667
Slc9a6	6.277975	5.390839	9.053255	8.464685
Cd302	197.147537	188.92276	40.040421	39.078705
Bloc1s4	11.747708	11.64848	27.510427	29.13439
Plekhh1	0	0	5.284876	6.036464
Ipmk	10.023078	9.060295	13.049703	13.240113
Rxfp3	0	0	0.414193	0.649345
Nsa2	11.185201	14.371252	28.370787	28.37598
H3f3a	19.373531	25.001339	29.415518	33.437061
Tsga10	0.155943	0.127982	0.473295	0.499604
Gmfg	0.596771	0.950621	1.683776	0.773223
Tssk5	0	0	0.021359	0
Intu	0.617121	0.615134	1.774513	2.328194
B2m	1131.383545	991.404297	1067.630005	1134.314819
Gstp1	1499.688599	983.281067	1943.614136	1749.525635
Serpina6	47.425697	55.982437	15.092336	15.562345
Vmn1r52	0	0.054399	0	0
Ube2s	23.663263	20.200981	16.63159	24.819183
Zbtb40	1.445807	1.911916	4.772375	4.829909
Olfr1420	0.033437	0	0.127391	0
Arl1	40.020805	48.726582	58.735291	55.156563
Acyp2	1.742371	0	1.346318	1.026681
Tmem263	2.524126	5.762727	2.712747	4.757711
Rpl26	96.912254	114.10614	463.978088	456.42157
Trmt61a	6.640731	9.639701	64.651215	70.283363
Slc4a4	15.858526	17.213995	18.499477	19.965574
